"quad","tag","dx","dy","dap","dbhcm","alt","fam","gen","species","nfuste","arv_key","status","subquad","xlim","ylim","gx","gy","qx","qy","pom","censo"
"C01",256,6.6,0.1,NA,NA,NA,"Araliaceae","Schefflera","Schefflera angustissima",NA,"arv_256.1","M","C01quad_5x0",40,20,46.6,20.1,1.6,0.1,1.3,2019
"C01",257,6.5,0.5,76,7.6,4.5,"Clusiaceae","Garcinia","Garcinia gardneriana",1,"arv_257.1","A","C01quad_5x0",40,20,46.5,20.5,1.5,0.5,1.3,2019
"C01",258,4.4,2.6,NA,NA,NA,"Myrtaceae","Psidium","Psidium cattleyanum",NA,"arv_258.1","M","C01quad_0x0",40,20,44.4,22.6,4.4,2.6,1.3,2019
"C01",259,3.7,3.6,NA,NA,NA,"Monimiaceae","Mollinedia","Mollinedia schottiana",NA,"arv_259.1","M","C01quad_0x0",40,20,43.7,23.6,3.7,3.6,1.3,2019
"C01",260,5.3,3,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_260.1","M","C01quad_5x0",40,20,45.3,23,0.3,3,1.3,2019
"A01",262,15.5,3,106,10.6,9.5,"Myrtaceae","Myrcia","Myrcia multiflora",1,"arv_262.1","A","A01quad_15x0",0,20,15.5,23,0.5,3,1.3,2019
"A01",263,13,3,86,8.6,7,"Myrtaceae","Marlierea","Marlierea racemosa",4,"arv_263.1","A","A01quad_10x0",0,20,13,23,3,3,1.3,2019
"A01",264,11,1.4,NA,NA,NA,"Myrtaceae","Marlierea","Marlierea racemosa",NA,"arv_264.1","M","A01quad_10x0",0,20,11,21.4,1,1.4,1.3,2019
"A01",265,11.5,9.5,91,9.1,13,"Arecaceae","Euterpe","Euterpe edulis",1,"arv_265.1","A","A01quad_10x5",0,20,11.5,29.5,1.5,4.5,1.3,2019
"A01",266,13.5,10,644,64.4,22,"Clusiaceae","Calophyllum","Calophyllum brasiliense",1,"arv_266.1","A","A01quad_10x10",0,20,13.5,30,3.5,0,1.3,2019
"A01",268,9.7,11.4,153,15.3,11,"Pentaphylacaceae","Ternstroemia","Ternstroemia brasiliensis",1,"arv_268.1","A","A01quad_5x10",0,20,9.7,31.4,4.7,1.4,1.3,2019
"A01",269,9.5,10.8,38.8,3.88,2.5,"Arecaceae","Geonoma","Geonoma schottiana",1,"arv_269.1","A","A01quad_5x10",0,20,9.5,30.8,4.5,0.800000000000001,1.3,2019
"A01",270,13.2,11.7,NA,NA,NA,"Araliaceae","Schefflera","Schefflera angustissima",NA,"arv_270.1","M","A01quad_10x10",0,20,13.2,31.7,3.2,1.7,1.3,2019
"A01",271,13.9,12.9,157,15.7,14,"Peraceae","Pera","Pera glabrata",2,"arv_271.1","A","A01quad_10x10",0,20,13.9,32.9,3.9,2.9,1.3,2019
"A01",273,13,13.5,46.4,4.64,4,"Myrtaceae","Eugenia","Eugenia umbelliflora",1,"arv_273.1","A","A01quad_10x10",0,20,13,33.5,3,3.5,1.3,2019
"A01",274,14.5,15.5,51.9,5.19,8,"Myrtaceae","Myrcia","Myrcia pulchra",1,"arv_274.1","A","A01quad_10x15",0,20,14.5,35.5,4.5,0.5,1.3,2019
"A01",275,14.5,15,91,9.1,10,"Myrtaceae","Myrcia","Myrcia pulchra",1,"arv_275.1","A","A01quad_10x15",0,20,14.5,35,4.5,0,1.3,2019
"A01",276,14,16,110,11,13,"Myrtaceae","Myrcia","Myrcia sp_1",6,"arv_276.1","A","A01quad_10x15",0,20,14,36,4,1,1.3,2019
"A01",277,13.5,19,309,30.9,17,"Clusiaceae","Calophyllum","Calophyllum brasiliense",1,"arv_277.1","A","A01quad_10x15",0,20,13.5,39,3.5,4,1.3,2019
"A01",278,14.6,11.9,NA,NA,NA,"Thymelaeaceae","Daphnopsis","Daphnopsis racemosa",NA,"arv_278.1","M","A01quad_10x10",0,20,14.6,31.9,4.6,1.9,1.3,2019
"A01",279,16.1,19.1,85,8.5,12,"Myrtaceae","Myrcia","Myrcia sp_1",4,"arv_279.1","A","A01quad_15x15",0,20,16.1,39.1,1.1,4.1,1.3,2019
"A01",280,17.5,16,60,6,7,"Annonaceae","Xylopia","Xylopia langsdorffiana",1,"arv_280.1","A","A01quad_15x15",0,20,17.5,36,2.5,1,1.3,2019
"A01",281,19.9,18.9,177,17.7,14,"Malpighiaceae","Byrsonima","Byrsonima ligustrifolia",1,"arv_281.1","A","A01quad_15x15",0,20,19.9,38.9,4.9,3.9,1.3,2019
"A01",282,18.5,17.5,32,3.2,4,"Myrtaceae","Myrcia","Myrcia sp_1",3,"arv_282.1","A","A01quad_15x15",0,20,18.5,37.5,3.5,2.5,1.3,2019
"A01",283,19.2,17,72,7.2,11,"Arecaceae","Euterpe","Euterpe edulis",1,"arv_283.1","A","A01quad_15x15",0,20,19.2,37,4.2,2,1.3,2019
"A01",284,14.1,18.4,63,6.3,11,"Fabaceae","Abarema","Abarema brachystachya",1,"arv_284.1","A","A01quad_10x15",0,20,14.1,38.4,4.1,3.4,1.3,2019
"A01",286,0.4,11.3,NA,NA,NA,"Araliaceae","Schefflera","Schefflera angustissima",NA,"arv_286.1","M","A01quad_0x10",0,20,0.4,31.3,0.4,1.3,1.3,2019
"A01",287,0.6,11.9,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_287.1","M","A01quad_0x10",0,20,0.6,31.9,0.6,1.9,1.3,2019
"A01",290,8.5,13.5,96,9.6,12,"Melastomataceae","Miconia","Miconia cubatanensis",1,"arv_290.1","A","A01quad_5x10",0,20,8.5,33.5,3.5,3.5,1.3,2019
"A01",291,9,15.5,133,13.3,10,"Fabaceae","Andira","Andira anthelmia",2,"arv_291.1","A","A01quad_5x15",0,20,9,35.5,4,0.5,1.3,2019
"A01",292,10,18.2,NA,NA,NA,"Erythroxylaceae","Erythroxylum","Erythroxylum amplifolium",NA,"arv_292.1","M","A01quad_10x15",0,20,10,38.2,0,3.2,1.3,2019
"A01",294,16,12.5,78,7.8,11,"Arecaceae","Euterpe","Euterpe edulis",1,"arv_294.1","A","A01quad_15x10",0,20,16,32.5,1,2.5,1.3,2019
"A01",295,17.4,5.9,590,59,20,"Clusiaceae","Calophyllum","Calophyllum brasiliense",1,"arv_295.1","A","A01quad_15x5",0,20,17.4,25.9,2.4,0.9,1.3,2019
"C01",296,1,5.4,NA,NA,NA,"Myrtaceae","Myrcia","Myrcia racemosa",NA,"arv_296.1","M","C01quad_0x5",40,20,41,25.4,1,0.4,1.3,2019
"C01",297,0.6,6.7,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_297.1","D","C01quad_0x5",40,20,40.6,26.7,0.6,1.7,1.3,2019
"C01",299,3.5,5,100,10,9,"Myrtaceae","Calyptranthes","Calyptranthes concinna",1,"arv_299.1","A","C01quad_0x5",40,20,43.5,25,3.5,0,1.3,2019
"C01",300,7.5,5.2,NA,NA,NA,"Malpighiaceae","Byrsonima","Byrsonima ligustrifolia",NA,"arv_300.1","M","C01quad_5x5",40,20,47.5,25.2,2.5,0.2,1.3,2019
"C01",301,3.9,6.7,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_301.1","M","C01quad_0x5",40,20,43.9,26.7,3.9,1.7,1.3,2019
"C01",303,3.3,11,NA,NA,NA,"Clusiaceae","Calophyllum","Calophyllum brasiliense",NA,"arv_303.1","D","C01quad_0x10",40,20,43.3,31,3.3,1,1.3,2019
"C01",306,3.4,14.9,NA,NA,NA,"Myrtaceae","Myrcia","Myrcia pubipetala",NA,"arv_306.1","M","C01quad_0x10",40,20,43.4,34.9,3.4,4.9,1.3,2019
"C01",307,5.6,14.7,NA,NA,NA,"Myrtaceae","Myrcia","Myrcia brasiliensis",NA,"arv_307.1","M","C01quad_5x10",40,20,45.6,34.7,0.6,4.7,1.3,2019
"C01",308,0,15,562,56.2,20,"Clusiaceae","Calophyllum","Calophyllum brasiliense",1,"arv_308.1","A","C01quad_0x15",40,20,40,35,0,0,1.3,2019
"C01",309,3.7,15.3,NA,NA,NA,"Cyatheaceae","Cyathea","Cyathea microdonta",NA,"arv_309.1","M","C01quad_0x15",40,20,43.7,35.3,3.7,0.300000000000001,1.3,2019
"C01",311,13.3,10.3,NA,NA,NA,"Araliaceae","Schefflera","Schefflera angustissima",NA,"arv_311.1","M","C01quad_10x10",40,20,53.3,30.3,3.3,0.300000000000001,1.3,2019
"C01",312,13.3,9.8,NA,NA,NA,"Urticaceae","Coussapoa","Coussapoa microcarpa",NA,"arv_312.1","D","C01quad_10x5",40,20,53.3,29.8,3.3,4.8,1.3,2019
"C01",313,11.5,8,76,7.6,15,"Arecaceae","Euterpe","Euterpe edulis",1,"arv_313.1","A","C01quad_10x5",40,20,51.5,28,1.5,3,1.3,2019
"C01",315,12.9,5.2,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_315.1","M","C01quad_10x5",40,20,52.9,25.2,2.9,0.2,1.3,2019
"C01",316,6.4,16.6,99,9.9,6,"Arecaceae","Astrocaryum","Astrocaryum aculeatissimum",2,"arv_316.1","A","C01quad_5x15",40,20,46.4,36.6,1.4,1.6,1.3,2019
"C01",318,8.8,12.9,NA,NA,NA,"Malpighiaceae","Byrsonima","Byrsonima ligustrifolia",NA,"arv_318.1","M","C01quad_5x10",40,20,48.8,32.9,3.8,2.9,1.3,2019
"C01",321,8.9,12.4,NA,NA,NA,"Aquifoliaceae","Ilex","Ilex dumosa",NA,"arv_321.1","M","C01quad_5x10",40,20,48.9,32.4,3.9,2.4,1.3,2019
"C01",324,15.3,11.1,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_324.1","M","C01quad_15x10",40,20,55.3,31.1,0.300000000000001,1.1,1.3,2019
"C01",326,17,6.1,70,7,12,"Myrtaceae","Eugenia","Eugenia stigmatosa",1,"arv_326.1","A","C01quad_15x5",40,20,57,26.1,2,1.1,1.3,2019
"C01",327,14.2,4.8,81,8.1,15,"Arecaceae","Euterpe","Euterpe edulis",1,"arv_327.1","A","C01quad_10x0",40,20,54.2,24.8,4.2,4.8,1.3,2019
"C01",330,16.3,6.4,NA,NA,NA,"Malpighiaceae","Byrsonima","Byrsonima ligustrifolia",NA,"arv_330.1","M","C01quad_15x5",40,20,56.3,26.4,1.3,1.4,1.3,2019
"C01",331,17.1,3.6,NA,NA,NA,"Euphorbiaceae","Alchornea","Alchornea triplinervia",NA,"arv_331.1","M","C01quad_15x0",40,20,57.1,23.6,2.1,3.6,1.3,2019
"C01",332,8,0.5,69.3,6.93,6,"Myrtaceae","Myrcia","Myrcia racemosa",2,"arv_332.1","A","C01quad_5x0",40,20,48,20.5,3,0.5,1.3,2019
"C01",333,16.5,6,88,8.8,16,"Arecaceae","Euterpe","Euterpe edulis",1,"arv_333.1","A","C01quad_15x5",40,20,56.5,26,1.5,1,1.3,2019
"C01",335,19.5,5.1,NA,NA,NA,"Urticaceae","Coussapoa","Coussapoa microcarpa",NA,"arv_335.1","M","C01quad_15x5",40,20,59.5,25.1,4.5,0.0999999999999996,1.3,2019
"C01",336,18,6,128,12.8,14,"Myrtaceae","Eugenia","Eugenia neoglomerata",1,"arv_336.1","A","C01quad_15x5",40,20,58,26,3,1,1.3,2019
"C01",337,18,6.5,78,7.8,9,"Rubiaceae","Posoqueria","Posoqueria latifolia",1,"arv_337.1","A","C01quad_15x5",40,20,58,26.5,3,1.5,1.3,2019
"C01",338,19,6.5,NA,NA,NA,"indet_fam","indet_fam","indet_fam indet_sp",NA,"arv_338.1","M","C01quad_15x5",40,20,59,26.5,4,1.5,1.3,2019
"C01",339,18.2,6.7,NA,NA,NA,"Aquifoliaceae","Ilex","Ilex dumosa",NA,"arv_339.1","M","C01quad_15x5",40,20,58.2,26.7,3.2,1.7,1.3,2019
"C01",340,9.5,3,NA,NA,NA,"Myrtaceae","Myrcia","Myrcia racemosa",NA,"arv_340.1","M","C01quad_5x0",40,20,49.5,23,4.5,3,1.3,2019
"C01",343,5.8,8,NA,NA,NA,"Anacardiaceae","Tapirira","Tapirira guianensis",NA,"arv_343.1","M","C01quad_5x5",40,20,45.8,28,0.8,3,1.3,2019
"C01",344,5.9,10.9,67,6.7,13,"Arecaceae","Euterpe","Euterpe edulis",1,"arv_344.1","A","C01quad_5x10",40,20,45.9,30.9,0.9,0.9,1.3,2019
"C01",346,7.1,10,NA,NA,NA,"Anacardiaceae","Tapirira","Tapirira guianensis",NA,"arv_346.1","M","C01quad_5x10",40,20,47.1,30,2.1,0,1.3,2019
"C01",347,7.2,11,65,6.5,8,"Fabaceae","Andira","Andira anthelmia",1,"arv_347.1","A","C01quad_5x10",40,20,47.2,31,2.2,1,1.3,2019
"C01",348,17.2,14.6,64,6.4,3.5,"Arecaceae","Euterpe","Euterpe edulis",1,"arv_348.1","A","C01quad_15x10",40,20,57.2,34.6,2.2,4.6,1.3,2019
"C01",349,17.9,14.7,NA,NA,NA,"Chloranthaceae","Hedyosmum","Hedyosmum brasiliense",NA,"arv_349.1","M","C01quad_15x10",40,20,57.9,34.7,2.9,4.7,1.3,2019
"C01",351,16.8,13.8,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_351.1","M","C01quad_15x10",40,20,56.8,33.8,1.8,3.8,1.3,2019
"C01",352,18.2,16.1,NA,NA,NA,"Cyatheaceae","Cyathea","Cyathea microdonta",NA,"arv_352.1","M","C01quad_15x15",40,20,58.2,36.1,3.2,1.1,1.3,2019
"C01",353,19.8,19.6,58,5.8,5,"Chrysobalanaceae","Hirtella","Hirtella hebeclada",1,"arv_353.1","A","C01quad_15x15",40,20,59.8,39.6,4.8,4.6,1.3,2019
"D00",355,0.8,4.4,137,13.7,6.5,"Arecaceae","Astrocaryum","Astrocaryum aculeatissimum",3,"arv_355.1","A","D00quad_0x0",60,0,60.8,4.4,0.8,4.4,1.3,2019
"D00",356,3.2,3.1,NA,NA,NA,"Clusiaceae","Calophyllum","Calophyllum brasiliense",NA,"arv_356.1","M","D00quad_0x0",60,0,63.2,3.1,3.2,3.1,1.3,2019
"D00",358,3.3,0.4,NA,NA,NA,"Clusiaceae","Calophyllum","Calophyllum brasiliense",NA,"arv_358.1","M","D00quad_0x0",60,0,63.3,0.4,3.3,0.4,1.3,2019
"D00",359,7.6,0.9,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_359.1","M","D00quad_5x0",60,0,67.6,0.9,2.6,0.9,1.3,2019
"D00",360,6,2.7,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_360.1","M","D00quad_5x0",60,0,66,2.7,1,2.7,1.3,2019
"D00",361,5.7,2.8,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_361.1","M","D00quad_5x0",60,0,65.7,2.8,0.7,2.8,1.3,2019
"D00",362,9.2,3,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_362.1","M","D00quad_5x0",60,0,69.2,3,4.2,3,1.3,2019
"D00",363,9.6,3.8,NA,NA,NA,"Clusiaceae","Garcinia","Garcinia gardneriana",NA,"arv_363.1","M","D00quad_5x0",60,0,69.6,3.8,4.6,3.8,1.3,2019
"C01",364,14.7,19.4,NA,NA,NA,"indet_fam","indet_fam","indet_fam indet_sp",NA,"arv_364.1","M","C01quad_10x15",40,20,54.7,39.4,4.7,4.4,1.3,2019
"D00",365,10.4,1.2,77,7.7,8.5,"Arecaceae","Euterpe","Euterpe edulis",1,"arv_365.1","A","D00quad_10x0",60,0,70.4,1.2,0.4,1.2,1.3,2019
"D00",366,12.7,3.6,163,16.3,7,"Myrtaceae","Eugenia","Eugenia neoglomerata",1,"arv_366.1","A","D00quad_10x0",60,0,72.7,3.6,2.7,3.6,1.3,2019
"D00",367,11.8,5.4,NA,NA,NA,"Clusiaceae","Calophyllum","Calophyllum brasiliense",NA,"arv_367.1","M","D00quad_10x5",60,0,71.8,5.4,1.8,0.4,1.3,2019
"D00",373,3.7,7.4,NA,NA,NA,"Lauraceae","Nectandra","Nectandra oppositifolia",NA,"arv_373.1","M","D00quad_0x5",60,0,63.7,7.4,3.7,2.4,1.3,2019
"D00",376,6.1,8,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_376.1","M","D00quad_5x5",60,0,66.1,8,1.1,3,1.3,2019
"D00",377,7.7,6.7,NA,NA,NA,"Araliaceae","Schefflera","Schefflera angustissima",NA,"arv_377.1","M","D00quad_5x5",60,0,67.7,6.7,2.7,1.7,1.3,2019
"D00",380,2.4,8.7,NA,NA,NA,"Myrtaceae","Myrcia","Myrcia pubipetala",NA,"arv_380.1","D","D00quad_0x5",60,0,62.4,8.7,2.4,3.7,1.3,2019
"D00",381,0.7,9.1,87,8.7,14,"Arecaceae","Euterpe","Euterpe edulis",1,"arv_381.1","A","D00quad_0x5",60,0,60.7,9.1,0.7,4.1,1.3,2019
"D00",382,3.1,9.5,67,6.7,8,"Annonaceae","Xylopia","Xylopia langsdorffiana",4,"arv_382.1","A","D00quad_0x5",60,0,63.1,9.5,3.1,4.5,1.3,2019
"D00",383,13.2,6.4,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_383.1","M","D00quad_10x5",60,0,73.2,6.4,3.2,1.4,1.3,2019
"D00",384,13.6,7.2,NA,NA,NA,"Sapotaceae","Pouteria","Pouteria beaurepairei",NA,"arv_384.1","M","D00quad_10x5",60,0,73.6,7.2,3.6,2.2,1.3,2019
"D00",385,15.5,7,55.4,5.54,7.5,"Myrtaceae","Marlierea","Marlierea racemosa",3,"arv_385.1","A","D00quad_15x5",60,0,75.5,7,0.5,2,1.3,2019
"D00",387,15.4,6.6,NA,NA,NA,"Rubiaceae","Amaioua","Amaioua intermedia",NA,"arv_387.1","M","D00quad_15x5",60,0,75.4,6.6,0.4,1.6,1.3,2019
"D00",388,15.2,4.3,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_388.1","D","D00quad_15x0",60,0,75.2,4.3,0.199999999999999,4.3,1.3,2019
"D00",390,15.9,13.7,NA,NA,NA,"Clusiaceae","Calophyllum","Calophyllum brasiliense",NA,"arv_390.1","M","D00quad_15x10",60,0,75.9,13.7,0.9,3.7,1.3,2019
"D00",391,15.5,2.9,76,7.6,10,"Arecaceae","Euterpe","Euterpe edulis",1,"arv_391.1","A","D00quad_15x0",60,0,75.5,2.9,0.5,2.9,1.3,2019
"D00",392,16.7,3.9,115,11.5,5,"Arecaceae","Astrocaryum","Astrocaryum aculeatissimum",2,"arv_392.1","A","D00quad_15x0",60,0,76.7,3.9,1.7,3.9,1.3,2019
"D00",393,18,0,53.6,5.36,9,"Lauraceae","Endlicheria","Endlicheria paniculata",3,"arv_393.1","A","D00quad_15x0",60,0,78,0,3,0,1.3,2019
"D00",394,18.6,0.8,66,6.6,9,"Malpighiaceae","Byrsonima","Byrsonima ligustrifolia",1,"arv_394.1","A","D00quad_15x0",60,0,78.6,0.8,3.6,0.8,1.3,2019
"D00",395,17.9,2,NA,NA,NA,"Malpighiaceae","Byrsonima","Byrsonima ligustrifolia",NA,"arv_395.1","M","D00quad_15x0",60,0,77.9,2,2.9,2,1.3,2019
"D00",396,18.6,1.8,99,9.9,10,"Malpighiaceae","Byrsonima","Byrsonima ligustrifolia",2,"arv_396.1","A","D00quad_15x0",60,0,78.6,1.8,3.6,1.8,1.3,2019
"D00",397,18.7,2.4,NA,NA,NA,"Malpighiaceae","Byrsonima","Byrsonima ligustrifolia",NA,"arv_397.1","M","D00quad_15x0",60,0,78.7,2.4,3.7,2.4,1.3,2019
"D00",399,2.4,10.2,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_399.1","M","D00quad_0x10",60,0,62.4,10.2,2.4,0.199999999999999,1.3,2019
"D00",402,5.3,13.1,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_402.1","D","D00quad_5x10",60,0,65.3,13.1,0.3,3.1,1.3,2019
"D00",403,18.9,13,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_403.1","M","D00quad_15x10",60,0,78.9,13,3.9,3,1.3,2019
"D00",404,18.2,13.4,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_404.1","M","D00quad_15x10",60,0,78.2,13.4,3.2,3.4,1.3,2019
"D00",407,16.5,15.7,NA,NA,NA,"Malpighiaceae","Byrsonima","Byrsonima ligustrifolia",NA,"arv_407.1","D","D00quad_15x15",60,0,76.5,15.7,1.5,0.699999999999999,1.3,2019
"D00",409,15.5,19.5,59,5.9,7.5,"Arecaceae","Euterpe","Euterpe edulis",1,"arv_409.1","A","D00quad_15x15",60,0,75.5,19.5,0.5,4.5,1.3,2019
"D00",410,14.5,19.5,52,5.2,7,"Arecaceae","Euterpe","Euterpe edulis",1,"arv_410.1","A","D00quad_10x15",60,0,74.5,19.5,4.5,4.5,1.3,2019
"D00",411,13.5,18.2,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_411.1","M","D00quad_10x15",60,0,73.5,18.2,3.5,3.2,1.3,2019
"D00",412,13.7,18.1,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_412.1","D","D00quad_10x15",60,0,73.7,18.1,3.7,3.1,1.3,2019
"D00",414,13.5,18.3,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_414.1","D","D00quad_10x15",60,0,73.5,18.3,3.5,3.3,1.3,2019
"D00",415,11.5,19.5,106,10.6,6,"Fabaceae","Andira","Andira anthelmia",1,"arv_415.1","A","D00quad_10x15",60,0,71.5,19.5,1.5,4.5,1.3,2019
"D00",416,9.8,18.7,NA,NA,NA,"Clusiaceae","Calophyllum","Calophyllum brasiliense",NA,"arv_416.1","M","D00quad_5x15",60,0,69.8,18.7,4.8,3.7,1.3,2019
"D00",417,11.5,16.1,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_417.1","M","D00quad_10x15",60,0,71.5,16.1,1.5,1.1,1.3,2019
"D00",418,10.9,14.8,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_418.1","M","D00quad_10x10",60,0,70.9,14.8,0.9,4.8,1.3,2019
"D00",419,11.5,15.3,NA,NA,NA,"Araliaceae","Schefflera","Schefflera angustissima",NA,"arv_419.1","M","D00quad_10x15",60,0,71.5,15.3,1.5,0.300000000000001,1.3,2019
"D00",420,7.5,13,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_420.1","D","D00quad_5x10",60,0,67.5,13,2.5,3,1.3,2019
"C00",421,19.5,15,74,7.4,10,"Arecaceae","Euterpe","Euterpe edulis",1,"arv_421.1","A","C00quad_15x15",40,0,59.5,15,4.5,0,1.3,2019
"D00",422,0.5,14.5,68,6.8,10,"Arecaceae","Euterpe","Euterpe edulis",1,"arv_422.1","A","D00quad_0x10",60,0,60.5,14.5,0.5,4.5,1.3,2019
"D00",423,2.5,15.5,60,6,8,"Arecaceae","Euterpe","Euterpe edulis",1,"arv_423.1","A","D00quad_0x15",60,0,62.5,15.5,2.5,0.5,1.3,2019
"D00",424,2.1,15.7,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_424.1","M","D00quad_0x15",60,0,62.1,15.7,2.1,0.699999999999999,1.3,2019
"D00",425,2.2,17,NA,NA,NA,"Myrtaceae","Myrcia","Myrcia pulchra",NA,"arv_425.1","D","D00quad_0x15",60,0,62.2,17,2.2,2,1.3,2019
"D00",426,2.5,16,88,8.8,11,"Arecaceae","Euterpe","Euterpe edulis",1,"arv_426.1","A","D00quad_0x15",60,0,62.5,16,2.5,1,1.3,2019
"D00",427,1.5,17,89,8.9,6.5,"Myrtaceae","Marlierea","Marlierea racemosa",3,"arv_427.1","A","D00quad_0x15",60,0,61.5,17,1.5,2,1.3,2019
"D00",428,1,18.5,94,9.4,14,"Arecaceae","Euterpe","Euterpe edulis",1,"arv_428.1","A","D00quad_0x15",60,0,61,18.5,1,3.5,1.3,2019
"D00",429,1.3,0.3,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_429.1","D","D00quad_0x0",60,0,61.3,0.3,1.3,0.3,1.3,2019
"D00",430,4.6,16.2,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_430.1","D","D00quad_0x15",60,0,64.6,16.2,4.6,1.2,1.3,2019
"D00",431,5.2,16.6,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_431.1","D","D00quad_5x15",60,0,65.2,16.6,0.2,1.6,1.3,2019
"D00",432,4.4,19.3,NA,NA,NA,"Clusiaceae","Calophyllum","Calophyllum brasiliense",NA,"arv_432.1","D","D00quad_0x15",60,0,64.4,19.3,4.4,4.3,1.3,2019
"D00",434,5.7,17,NA,NA,NA,"Annonaceae","Xylopia","Xylopia langsdorffiana",NA,"arv_434.1","M","D00quad_5x15",60,0,65.7,17,0.7,2,1.3,2019
"D00",437,6.3,12.3,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_437.1","M","D00quad_5x10",60,0,66.3,12.3,1.3,2.3,1.3,2019
"A02",440,3,0.2,88,8.8,9,"Myrtaceae","Calyptranthes","Calyptranthes concinna",1,"arv_440.1","A","A02quad_0x0",0,40,3,40.2,3,0.2,1.3,2019
"A02",441,3.8,0.5,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_441.1","M","A02quad_0x0",0,40,3.8,40.5,3.8,0.5,1.3,2019
"A02",443,5.5,2.1,NA,NA,NA,"Myrtaceae","Myrcia","Myrcia splendens",NA,"arv_443.1","M","A02quad_5x0",0,40,5.5,42.1,0.5,2.1,1.3,2019
"A02",444,4.6,2.6,52,5.2,6.5,"Fabaceae","Andira","Andira anthelmia",1,"arv_444.1","A","A02quad_0x0",0,40,4.6,42.6,4.6,2.6,1.3,2019
"A02",446,5.3,4.9,NA,NA,NA,"Arecaceae","Geonoma","Geonoma schottiana",NA,"arv_446.1","M","A02quad_5x0",0,40,5.3,44.9,0.3,4.9,1.3,2019
"A02",449,5.8,2.9,79,7.9,9.5,"Pentaphylacaceae","Ternstroemia","Ternstroemia brasiliensis",1,"arv_449.1","A","A02quad_5x0",0,40,5.8,42.9,0.8,2.9,1.3,2019
"A02",452,7,3.2,NA,NA,NA,"Primulaceae","Myrsine","Myrsine venosa",NA,"arv_452.1","M","A02quad_5x0",0,40,7,43.2,2,3.2,1.3,2019
"A02",453,8.7,1.4,NA,NA,NA,"Arecaceae","Geonoma","Geonoma schottiana",NA,"arv_453.1","M","A02quad_5x0",0,40,8.7,41.4,3.7,1.4,1.3,2019
"A02",454,9.5,2.4,63,6.3,8,"Myrtaceae","Myrcia","Myrcia pulchra",1,"arv_454.1","A","A02quad_5x0",0,40,9.5,42.4,4.5,2.4,1.3,2019
"A02",457,9.8,9.3,62,6.2,8.5,"Arecaceae","Euterpe","Euterpe edulis",1,"arv_457.1","A","A02quad_5x5",0,40,9.8,49.3,4.8,4.3,1.3,2019
"A02",459,7.3,5.5,146,14.6,13,"Pentaphylacaceae","Ternstroemia","Ternstroemia brasiliensis",1,"arv_459.1","A","A02quad_5x5",0,40,7.3,45.5,2.3,0.5,1.3,2019
"A02",460,14,7.5,51,5.1,6.5,"Erythroxylaceae","Erythroxylum","Erythroxylum amplifolium",1,"arv_460.1","A","A02quad_10x5",0,40,14,47.5,4,2.5,1.3,2019
"A02",461,15.5,5.5,172,17.2,12,"Lauraceae","Ocotea","Ocotea pulchella",1,"arv_461.1","A","A02quad_15x5",0,40,15.5,45.5,0.5,0.5,1.3,2019
